mapid,hash,type,name,area,levels
1120103,0x65C60E29,levelinfo,levelinfo,,1201213
1120103,0x538BD72B,line,1_0000001,1,1201213
1120103,0xA298F892,mapinfo,mapinfo,,
1120104,0x65C60E29,levelinfo,levelinfo,,1201114
1120104,0x538BD72B,line,1_0000001,1,1201114
1120104,0xA59CEB24,line,1_0000101,1,
1120104,0xA298F892,mapinfo,mapinfo,,
1120105,0x65C60E29,levelinfo,levelinfo,,1201118;1201202;7201202
1120105,0x49E9FFCD,line,1_0000003,1,7201202
1120105,0x538BD72B,line,1_0000001,1,1201118;1201202;7201202
1120105,0xFF2087CE,line,1_0000002,1,1201202;7201202
1120105,0xA298F892,mapinfo,mapinfo,,
1120107,0x65C60E29,levelinfo,levelinfo,,1201203;7201203
1120107,0x49E9FFCD,line,1_0000003,1,7201203
1120107,0x538BD72B,line,1_0000001,1,1201203;7201203
1120107,0xFF2087CE,line,1_0000002,1,1201203;7201203
1120107,0xA298F892,mapinfo,mapinfo,,
1120108,0x65C60E29,levelinfo,levelinfo,,1201703;1202703;7201703
1120108,0xAD5ABF2D,line,6_0000003,6,1202703
1120108,0xC867C681,line,6_0000002,6,7201703
1120108,0xD394206E,line,6_0000001,6,1201703;1202703;7201703
1120108,0xA298F892,mapinfo,mapinfo,,
1120110,0x65C60E29,levelinfo,levelinfo,,1201119;1201220;1201501;1202116;1202117;1202118;1202119;1202702;7201119;7202116;7202117;7202118;7202119
1120110,0x0244B579,line,6_0703002,6,7202117
1120110,0x08DFA755,line,3_0600001,3,1202117;7202117
1120110,0x09740987,line,1_0004002,1,7202116
1120110,0x1866C83E,line,10_0007001,10,1202119;7202119
1120110,0x255FEF82,line,3_0000003,3,1201119;1201220;7201119
1120110,0x324B5919,line,7_0906002,7,7202117
1120110,0x3428725D,line,3_0000001,3,1201119;1201220;1201501;7201119
1120110,0x4519DE52,line,3_0000004,3,1201220
1120110,0x45B04848,line,2_0400001,2,1202116;7202116
1120110,0x47426566,line,3_0005001,3,1202118;7202118
1120110,0x58686AD9,line,9_0007001,9,1202117;7202117
1120110,0x597D383B,line,3_0600002,3,7202117
1120110,0x5A369399,line,1_0800001,1,1202119;7202119
1120110,0x625D9356,line,8_0701001,8,1202119;7202119
1120110,0x6A885C20,line,7_1008001,7,1202119;7202119
1120110,0x77DC4AAD,line,5_0302001,5,1202118;7202118
1120110,0x85962C31,line,7_0906001,7,1202117;7202117
1120110,0x87444ED6,line,10_0007002,10,7202119
1120110,0x88D1AC9F,line,1_0800002,1,7202119
1120110,0x89694CD1,line,2_0500002,2,7202118
1120110,0x90039BC3,line,4_0102002,4,7202116
1120110,0x92BA5CAB,line,3_0005002,3,7202118
1120110,0x9338E26F,line,5_0302002,5,7202118
1120110,0x9689DD23,line,4_0102001,4,1202116;7202116
1120110,0x98F4F793,line,3_0000002,3,1201119;1201220;7201119
1120110,0xBCBE27BB,line,8_0701002,8,7202119
1120110,0xCCC2E55B,line,2_0400002,2,7202116
1120110,0xD394206E,line,6_0000001,6,1202702
1120110,0xD6ABA6E7,line,9_0007002,9,7202117
1120110,0xE4204422,line,1_0004001,1,1202116;7202116
1120110,0xEE623108,line,2_0500001,2,1202118;7202118
1120110,0xF5DF201D,line,6_0703001,6,1202117;7202117
1120110,0xFEA4717C,line,7_1008002,7,7202119
1120110,0xA298F892,mapinfo,mapinfo,,
1120232,0x65C60E29,levelinfo,levelinfo,,1202103;1202104;1202105;1202106;1202107
1120232,0x08B63D21,line,1_0006001,1,1202107
1120232,0x08DFA755,line,3_0600001,3,1202107
1120232,0x09F2784F,line,7_0203002,7,1202106
1120232,0x21720F02,line,1_0006002,1,1202107
1120232,0x2AE7BDDC,line,1_0900001,1,1202105
1120232,0x2CE0A476,line,7_0203001,7,1202106
1120232,0x3A06611B,line,2_0004001,2,1202103
1120232,0x46F7434E,line,2_0007001,2,1202106
1120232,0x471D611E,line,8_1102001,8,1202104
1120232,0x54979D32,line,1_0500001,1,1202103
1120232,0x5C428583,line,9_1001001,9,1202105
1120232,0x5FF45E91,line,5_0401001,5,1202103
1120232,0x64DF3D19,line,6_0103002,6,1202107
1120232,0x78E52C3F,line,2_0800001,2,1202104
1120232,0x8CC19067,line,2_0007002,2,1202106
1120232,0x8CCBCA26,line,3_0011001,3,1202104
1120232,0xA305AEF3,line,11_0308001,11,1202104
1120232,0xBA8BF705,line,2_0007003,2,1202106
1120232,0xBCA34DE4,line,3_0010001,3,1202105
1120232,0xBF675FF7,line,6_0301001,6,
1120232,0xDC01FFA7,line,3_0700001,3,1202106
1120232,0xDE03326C,line,4_0205001,4,1202103
1120232,0xEA8B0445,line,10_0309001,10,1202105
1120232,0xEF6BBCCE,line,6_0103001,6,1202107
1120232,0xFD7CD356,line,3_0700002,3,1202106
1120232,0xA298F892,mapinfo,mapinfo,,
1120233,0x65C60E29,levelinfo,levelinfo,,1202101;1202102
1120233,0x0D1B6EFF,line,3_0001001,3,1202101
1120233,0x328F19FB,line,1_0302001,1,1202101
1120233,0x45B04848,line,2_0400001,2,1202102
1120233,0xDC2C1A53,line,2_0100001,2,1202101
1120233,0xF523F6A3,line,4_0002001,4,1202102
1120233,0xA298F892,mapinfo,mapinfo,,
1120234,0x65C60E29,levelinfo,levelinfo,,1202108;1202109;1202110;1202111;1202112;1202113;1202114;1202115;1202120;7202108;7202109;7202110;7202111;7202112;7202113;7202114;7202115
1120234,0x08B63D21,line,1_0006001,1,1202112;7202112
1120234,0x08DFA755,line,3_0600001,3,1202112;7202112
1120234,0x0982E5FB,line,6_0301002,6,7202115
1120234,0x09F2784F,line,7_0203002,7,1202111
1120234,0x111091C2,line,5_0401002,5,7202108
1120234,0x13597BEA,line,1_0005001,1,1202113;7202113
1120234,0x1E0857E5,line,1_0900002,1,7202110
1120234,0x1F583EE2,line,2_0008002,2,7202114
1120234,0x1F878F7E,line,8_0211002,8,7202114
1120234,0x21720F02,line,1_0006002,1,1202112;7202112
1120234,0x23000C43,line,3_1100002,3,7202114
1120234,0x279E906F,line,1_0006003,1,7202112
1120234,0x29A9D1B6,line,11_0803002,11,7202114
1120234,0x2AE7BDDC,line,1_0900001,1,1202110;7202110
1120234,0x2C47CB75,line,1_0500002,1,1202108;7202108
1120234,0x2CE0A476,line,7_0203001,7,1202111
1120234,0x2D29FBAE,line,9_1001002,9,7202110
1120234,0x3428725D,line,3_0000001,3,1202120
1120234,0x3492692E,line,11_0308002,11,7202109
1120234,0x3A06611B,line,2_0004001,2,1202108;7202108
1120234,0x445AD14B,line,1_0005002,1,7202113
1120234,0x45B04848,line,2_0400001,2,1202113;7202113
1120234,0x46F7434E,line,2_0007001,2,1202111
1120234,0x471D611E,line,8_1102001,8,1202109;7202109
1120234,0x4992AC88,line,3_1100001,3,1202114;7202114
1120234,0x51FB8C0D,line,3_0700003,3,7202111
1120234,0x54979D32,line,1_0500001,1,1202108;7202108
1120234,0x597D383B,line,3_0600002,3,7202112
1120234,0x5C428583,line,9_1001001,9,1202110;7202110
1120234,0x5F8F2AF2,line,2_0007004,2,7202111
1120234,0x5FF45E91,line,5_0401001,5,1202108;7202108
1120234,0x63758B7E,line,7_0203003,7,7202111
1120234,0x64DF3D19,line,6_0103002,6,1202112;7202112
1120234,0x6534D621,line,5_0401003,5,
1120234,0x6ED3628B,line,4_0502001,4,1202113;7202113
1120234,0x70A18466,line,6_0103003,6,7202112
1120234,0x77B7E3CB,line,1_0500003,1,
1120234,0x78E52C3F,line,2_0800001,2,1202109;7202109
1120234,0x7C6C8B47,line,5_0104001,5,1202113;7202113
1120234,0x7DDDB394,line,4_0205003,4,
1120234,0x83739E61,line,2_0800002,2,7202109
1120234,0x8A87E910,line,10_0309002,10,7202110
1120234,0x8B724C29,line,8_0211001,8,1202114;7202114
1120234,0x8CC19067,line,2_0007002,2,1202111
1120234,0x8CCBCA26,line,3_0011001,3,1202109;7202109
1120234,0x8F60B42B,line,4_0205002,4,7202108
1120234,0xA103AD4E,line,1_0600002,1,7202115
1120234,0xA1102F54,line,11_0803001,11,1202114;7202114
1120234,0xA305AEF3,line,11_0308001,11,1202109;7202109
1120234,0xA40BC068,line,2_0004003,2,
1120234,0xA5BE2502,line,4_0502002,4,7202113
1120234,0xAEED1127,line,3_0010002,3,7202110
1120234,0xBA8BF705,line,2_0007003,2,1202111
1120234,0xBCA34DE4,line,3_0010001,3,1202110;7202110
1120234,0xBF675FF7,line,6_0301001,6,1202115;7202115
1120234,0xC16AE273,line,1_0600001,1,1202115;7202115
1120234,0xC4B1259E,line,8_1102002,8,7202109
1120234,0xC8B14731,line,3_0011002,3,7202109
1120234,0xC9D742A7,line,3_0006002,3,7202115
1120234,0xCCC2E55B,line,2_0400002,2,7202113
1120234,0xDAD44B1D,line,5_0104002,5,7202113
1120234,0xDC01FFA7,line,3_0700001,3,1202111
1120234,0xDE03326C,line,4_0205001,4,1202108;7202108
1120234,0xEA8B0445,line,10_0309001,10,1202110;7202110
1120234,0xEB44D25E,line,3_0006001,3,1202115;7202115
1120234,0xEE5D251C,line,2_0004002,2,7202108
1120234,0xEF6BBCCE,line,6_0103001,6,1202112;7202112
1120234,0xFA27F429,line,2_0008001,2,1202114;7202114
1120234,0xFD7CD356,line,3_0700002,3,1202111
1120234,0xA298F892,mapinfo,mapinfo,,
1120235,0x65C60E29,levelinfo,levelinfo,,1205199
1120235,0x50C28CE0,line,3_0200001,3,1205199
1120235,0x538BD72B,line,1_0000001,1,
1120235,0x7B1B39DC,line,1_0002001,1,1205199
1120235,0x89D77E42,line,2_0103001,2,1205199
1120235,0xA298F892,mapinfo,mapinfo,,
1120342,0x65C60E29,levelinfo,levelinfo,,1203141;1203142;1203143;1203144;1203145;1203146;1203147;7203141;7203142;7203143;7203144;7203145;7203146;7203147
1120342,0x07FB3092,line,6_0503002,6,7203147
1120342,0x08DFA755,line,3_0600001,3,1203147;7203147
1120342,0x0A31ADE5,line,4_0000001,4,1203145;7203145
1120342,0x0D4AD4DE,line,1_0204002,1,7203142
1120342,0x2D3D6487,line,4_0000002,4,7203145
1120342,0x3428725D,line,3_0000001,3,1203141;7203141
1120342,0x4385599F,line,6_0305001,6,1203143;7203143
1120342,0x47085398,line,3_0200003,3,1203144;7203144
1120342,0x4EE77721,line,6_0305002,6,7203143
1120342,0x50C28CE0,line,3_0200001,3,1203144;7203144
1120342,0x597D383B,line,3_0600002,3,7203147
1120342,0x5A3119B8,line,5_0600001,5,1203143;7203143
1120342,0x5D36F0C0,line,2_0000001,2,1203146;7203146
1120342,0x6D88CBAA,line,3_0200002,3,1203144;7203144
1120342,0x6EEFC332,line,2_0103002,2,7203144
1120342,0x7B1B39DC,line,1_0002001,1,1203144;7203144
1120342,0x7D11E9CE,line,5_0006001,5,1203147;7203147
1120342,0x89D77E42,line,2_0103001,2,1203144;7203144
1120342,0x8BB8E2DE,line,4_0100002,4,7203142
1120342,0x93167C23,line,2_0001001,2,1203142;7203142
1120342,0x98F4F793,line,3_0000002,3,7203141
1120342,0xA5E69E64,line,1_0002002,1,7203144
1120342,0xAB8BB2E9,line,2_0001002,2,1203142;7203142
1120342,0xAF28F8FD,line,2_0000002,2,7203146
1120342,0xBB3B7379,line,6_0503001,6,1203147;7203147
1120342,0xC9D742A7,line,3_0006002,3,7203143
1120342,0xD67BF068,line,1_0204001,1,1203142;7203142
1120342,0xD731625B,line,6_0005001,6,
1120342,0xE8A7D486,line,5_0600002,5,7203143
1120342,0xE974547F,line,4_0100001,4,1203142;7203142
1120342,0xEB44D25E,line,3_0006001,3,1203143;7203143
1120342,0xF1EA9C5F,line,2_0001003,2,7203142
1120342,0xFEB8B833,line,5_0006002,5,7203147
1120342,0xA298F892,mapinfo,mapinfo,,
1120343,0x65C60E29,levelinfo,levelinfo,,1203148;1203149;1203150;1203151;1203152;1203153;1203155;1203156;1203157
1120343,0x018C719A,line,12_2111001,12,1203153
1120343,0x1075C396,line,5_0400001,5,1203157
1120343,0x17C69CE0,line,30_2931001,30,1203152
1120343,0x2D3BDFC6,line,1_1000001,1,1203150
1120343,0x31B00205,line,26_0016001,26,1203149
1120343,0x36F0FF1D,line,29_2830001,29,1203152
1120343,0x386DA263,line,22_2031001,22,1203156
1120343,0x394EBA68,line,19_2000001,19,1203148
1120343,0x3C60D635,line,16_0626001,16,1203155
1120343,0x3CAADC15,line,,28,
1120343,0x3F68404D,line,28_2729001,28,1203152
1120343,0x40961E23,line,3_0204001,3,1203157
1120343,0x4682C1EF,line,26_1627001,26,1203155
1120343,0x4A321F5F,line,2_0003001,2,1203151;1203157
1120343,0x534653C2,line,,20,
1120343,0x53F04665,line,25_1827001,25,1203151
1120343,0x5687BC6A,line,11_1201001,11,1203153
1120343,0x58A10C43,line,1_1100001,1,1203153
1120343,0x5A3119B8,line,5_0600001,5,1203149
1120343,0x625E36D0,line,27_2600001,27,1203155
1120343,0x680E7B17,line,27_2500001,27,1203151
1120343,0x6C184119,line,3_0209001,3,1203151
1120343,0x74650317,line,31_2200001,31,1203156
1120343,0x7678C71E,line,6_0016001,6,1203155
1120343,0x79648CC4,line,21_0012001,21,1203153
1120343,0x80D1B94E,line,18_0825001,18,1203151
1120343,0x85E8AEA1,line,9_0308001,9,1203151
1120343,0x8CA82F6D,line,16_2606001,16,1203149
1120343,0x93F753A3,line,,20,
1120343,0x9824F37E,line,2_0003002,2,1203157
1120343,0x9DEF2CAE,line,12_1120001,12,1203148
1120343,0xA42C69E0,line,4_0305001,4,1203157
1120343,0xA68A94DE,line,13_1210001,13,1203150
1120343,0xAB04295C,line,5_0300001,5,
1120343,0xB243AD1E,line,13_1012001,13,1203156
1120343,0xB6ED605E,line,31_3000001,31,1203152
1120343,0xBC97B015,line,20_1222001,20,1203156
1120343,0xCD70842C,line,6_1605001,6,1203149
1120343,0xD5E87EE1,line,27_0028001,27,1203152
1120343,0xDF32E23A,line,11_0012001,11,1203148
1120343,0xE33BCAD8,line,12_1320001,12,1203156
1120343,0xE4BE6F3A,line,12_0013001,12,1203150
1120343,0xE699A627,line,10_0013001,10,1203156
1120343,0xE96B1790,line,,19,
1120343,0xE979E739,line,20_1219001,20,1203148
1120343,0xE9FE07C0,line,,12,
1120343,0xEE0543A1,line,3_0205001,3,
1120343,0xFCF8F684,line,8_0918001,8,1203151
1120343,0xFE146E69,line,10_1301001,10,1203150
1120343,0xA298F892,mapinfo,mapinfo,,
1120344,0x65C60E29,levelinfo,levelinfo,,1203154
1120344,0x538BD72B,line,1_0000001,1,1203154
1120344,0xA298F892,mapinfo,mapinfo,,
1120401,0x65C60E29,levelinfo,levelinfo,,1204101;1204102;1204103
1120401,0x1FFD9496,line,1_0000004,1,1204103
1120401,0x3428725D,line,3_0000001,3,
1120401,0x49E9FFCD,line,1_0000003,1,1204101;1204102;1204103
1120401,0x538BD72B,line,1_0000001,1,1204101;1204102;1204103
1120401,0xFF2087CE,line,1_0000002,1,1204101;1204102;1204103
1120401,0xA298F892,mapinfo,mapinfo,,
1120402,0x65C60E29,levelinfo,levelinfo,,1201115;1201116
1120402,0x3428725D,line,3_0000001,3,1201115;1201116
1120402,0x538BD72B,line,1_0000001,1,
1120402,0x98F4F793,line,3_0000002,3,1201115;1201116
1120402,0xA298F892,mapinfo,mapinfo,,
1120403,0x65C60E29,levelinfo,levelinfo,,1201117
1120403,0x2EB7E586,line,8_0000001,8,1201117
1120403,0x538BD72B,line,1_0000001,1,
1120403,0xA298F892,mapinfo,mapinfo,,
1120404,0x65C60E29,levelinfo,levelinfo,,1201701;1202701;7202701
1120404,0xC32A606E,line,9_0000003,9,1201701;7202701
1120404,0xD7B8BDB0,line,9_0000002,9,7202701
1120404,0xF7F1FE28,line,9_0000001,9,1201701;1202701;7202701
1120404,0xA298F892,mapinfo,mapinfo,,
1120410,0x65C60E29,levelinfo,levelinfo,,1205107;1205108;1205109;1205110;7205107;7205108;7205109;7205110
1120410,0x0867FA83,line,9_0600001,9,1205108;7205108
1120410,0x0D4AD4DE,line,1_0204002,1,7205110
1120410,0x18C68925,line,1_0400002,1,7205107
1120410,0x2179947F,line,7_0804002,7,7205107
1120410,0x23000C43,line,3_1100002,3,7205109
1120410,0x24B4B3B2,line,7_0400002,7,7205110
1120410,0x29C0ABCD,line,11_0503001,11,1205109;7205109
1120410,0x3EAAB1D9,line,,11,
1120410,0x3F9251E5,line,6_1009001,6,1205108;7205108
1120410,0x42F0DDF0,line,10_1106002,10,7205108
1120410,0x4992AC88,line,3_1100001,3,1205109;7205109
1120410,0x4E0FEE76,line,5_0011002,5,7205108
1120410,0x4FDCB125,line,4_0107002,4,7205110
1120410,0x570F0ABC,line,11_0510002,11,7205108
1120410,0x58204214,line,,6,
1120410,0x68F27587,line,4_0701002,4,7205107
1120410,0x6F2A3B8E,line,5_0011001,5,1205108;7205108
1120410,0x707D13EA,line,4_0701001,4,1205107;7205107
1120410,0x70A9EFE2,line,4_0107001,4,1205110;7205110
1120410,0x718A3CE6,line,6_1009002,6,7205108
1120410,0x79D0A1DA,line,5_0711001,5,1205109;7205109
1120410,0x7B2D2E92,line,5_0711002,5,7205109
1120410,0x7F63B393,line,8_0007001,8,1205107;7205107
1120410,0x850F8C40,line,,10,
1120410,0x857608A0,line,7_0005001,7,1205109;7205109
1120410,0x92746001,line,7_0804001,7,1205107;7205107
1120410,0x93167C23,line,2_0001001,2,1205110;7205110
1120410,0xA1F72F4A,line,7_0400001,7,1205110;7205110
1120410,0xA2B52145,line,8_0007002,8,7205107
1120410,0xAB8BB2E9,line,2_0001002,2,7205110
1120410,0xB1CADBB0,line,11_0510001,11,1205108;7205108
1120410,0xB8216B7C,line,1_0400001,1,1205107;7205107
1120410,0xC1396A2E,line,10_1106001,10,1205108;7205108
1120410,0xD67BF068,line,1_0204001,1,1205110;7205110
1120410,0xE60159D3,line,9_0600002,9,7205108
1120410,0xEAE38638,line,11_0503002,11,7205109
1120410,0xF6F4AC91,line,5_0010001,5,
1120410,0xFAB6B249,line,7_0005002,7,7205109
1120410,0xA298F892,mapinfo,mapinfo,,
1120501,0x65C60E29,levelinfo,levelinfo,,1205101;1205102;1205103;1205104;1205105;1205106;1205401;1205402;1205501;7205101;7205102;7205103;7205104;7205105;7205106
1120501,0x0062BCC9,line,7_0508001,7,1205104;7205104
1120501,0x02A33EA0,line,,6,
1120501,0x07FB3092,line,6_0503002,6,7205105
1120501,0x0867FA83,line,9_0600001,9,1205106;7205106
1120501,0x08DFA755,line,3_0600001,3,1205105;7205105
1120501,0x1162B8BB,line,8_0700002,8,7205104
1120501,0x19B3998D,line,9_0608001,9,1205101;7205101
1120501,0x1C39D5C7,line,4_0005002,4,7205106
1120501,0x2885909D,line,3_0200401,3,1205401
1120501,0x2A1C6BE7,line,5_0702401,5,1205401
1120501,0x2E3B4CC4,line,2_0503002,2,7205103
1120501,0x2F047B81,line,8_0900002,8,7205101
1120501,0x3304EE30,line,5_0007002,5,1205104;7205104
1120501,0x3B43483B,line,2_0503001,2,1205103;7205103
1120501,0x4CCAF6E2,line,4_0006001,4,
1120501,0x4E242378,line,5_0007001,5,1205104;7205104
1120501,0x50C28CE0,line,3_0200001,3,1205103;7205103
1120501,0x5334832C,line,7_0508002,7,7205104
1120501,0x597D383B,line,3_0600002,3,7205105
1120501,0x6712063D,line,4_0005001,4,1205106;7205106
1120501,0x681D8693,line,6_0509001,6,1205106;7205106
1120501,0x689C86D6,line,5_0007003,5,7205104
1120501,0x68F27587,line,4_0701002,4,7205102
1120501,0x6D88CBAA,line,3_0200002,3,7205103
1120501,0x707D13EA,line,4_0701001,4,1205102;7205102
1120501,0x71A2677E,line,6_0009001,6,7205101
1120501,0x71A6D1A2,line,1_0402002,1,7205102
1120501,0x75EAA4D9,line,5_0702001,5,1205103
1120501,0x7D11E9CE,line,5_0006001,5,1205105;7205105
1120501,0x8255A6F9,line,9_0608002,9,7205101
1120501,0x857608A0,line,7_0005001,7,1205103
1120501,0x873C93EC,line,5_0002001,5,7205103
1120501,0x8ACA198B,line,5_0406002,5,7205106
1120501,0x9117FACD,line,5_0406001,5,1205106;7205106
1120501,0xA0CF1FE6,line,6_0309001,6,1205101
1120501,0xA1794DFA,line,7_0005401,7,1205401
1120501,0xAD271240,line,7_0000402,7,1205402
1120501,0xBB3B7379,line,6_0503001,6,1205105;7205105
1120501,0xBB3BB19F,line,2_0503401,2,1205401
1120501,0xC90FC546,line,8_0700001,8,1205104;7205104
1120501,0xD14471DF,line,7_0004001,7,1205102;7205102
1120501,0xD521DF79,line,1_0402001,1,1205102;7205102
1120501,0xDC2C1A53,line,2_0100001,2,1205102;7205102
1120501,0xE00ED312,line,7_0004002,7,7205102
1120501,0xE60159D3,line,9_0600002,9,7205106
1120501,0xEA9B7F0C,line,8_0900001,8,1205101;7205101
1120501,0xEB44D25E,line,3_0006001,3,1205101
1120501,0xECBF26C4,line,6_0509002,6,7205106
1120501,0xF7F1FE28,line,9_0000001,9,1205501
1120501,0xF898B371,line,2_0100002,2,7205102
1120501,0xFEB8B833,line,5_0006002,5,7205105
1120501,0xA298F892,mapinfo,mapinfo,,
1120502,0x65C60E29,levelinfo,levelinfo,,1205111;1205112;1205113;1205114;1205115;1205116;1205117;1205118;1205119
1120502,0x0062BCC9,line,7_0508001,7,1205114
1120502,0x045F0DA4,line,2_0301001,2,1205117
1120502,0x173F030B,line,17_1812001,17,1205112
1120502,0x1B49A569,line,3_0400001,3,1205113
1120502,0x20E9AF2E,line,15_0016001,15,1205111
1120502,0x20ECD809,line,17_1118001,17,1205118
1120502,0x2AE7BDDC,line,1_0900001,1,1205114
1120502,0x3330FE7D,line,4_1303001,4,1205113
1120502,0x337EEA9B,line,9_0801001,9,1205114
1120502,0x343C4F6C,line,16_1812001,16,1205115
1120502,0x37F2BEB1,line,17_0016001,17,1205119
1120502,0x510C494B,line,18_0017001,18,1205112
1120502,0x60DF6C17,line,17_1600001,17,1205111
1120502,0x61BEF369,line,1_0200001,1,1205117
1120502,0x6712063D,line,4_0005001,4,1205114
1120502,0x68F36B60,line,4_0003001,4,1205117
1120502,0x6A0DE58B,line,16_1715001,16,1205119
1120502,0x70D07AAA,line,12_1700001,12,1205112
1120502,0x8A0389BD,line,13_0014001,13,1205116
1120502,0x8E6A090A,line,14_1316001,14,1205116
1120502,0x9234AF88,line,18_1700001,18,1205118
1120502,0x976F062D,line,15_1600001,15,1205119
1120502,0xA8F4CDD0,line,5_0407001,5,1205114
1120502,0xAD5F010A,line,3_0402001,3,1205117
1120502,0xB3D2F311,line,18_0016001,18,1205115
1120502,0xB4F507F8,line,8_0709001,8,1205114
1120502,0xC336EA88,line,,16,
1120502,0xDA3B2EDB,line,16_1517001,16,1205111
1120502,0xDC5568DF,line,12_1600001,12,1205115
1120502,0xE0E12E13,line,14_0013001,14,1205113
1120502,0xE1B97849,line,16_1400001,16,1205116
1120502,0xE89A757C,line,11_0017001,11,1205118
1120502,0xFA0A1971,line,13_1404001,13,1205113
1120502,0xFEA3569B,line,,14,
1120502,0xA298F892,mapinfo,mapinfo,,
1120601,0x65C60E29,levelinfo,levelinfo,,1206101
1120601,0x0F64CAEF,line,,5,
1120601,0x371E8F87,line,,1,
1120601,0x40961E23,line,3_0204001,3,
1120601,0x538BD72B,line,1_0000001,1,1206101
1120601,0x75B2C74A,line,4_0300001,4,
1120601,0x89D77E42,line,2_0103001,2,
1120601,0xA298F892,mapinfo,mapinfo,,
1120602,0x65C60E29,levelinfo,levelinfo,,1206201
1120602,0x538BD72B,line,1_0000001,1,1206201
1120602,0xA298F892,mapinfo,mapinfo,,
1120701,0x65C60E29,levelinfo,levelinfo,,1206102
1120701,0x538BD72B,line,1_0000001,1,1206102
1120701,0xA298F892,mapinfo,mapinfo,,
1120901,0x65C60E29,levelinfo,levelinfo,,1209101
1120901,0x5D36F0C0,line,2_0000001,2,1209101
1120901,0xA298F892,mapinfo,mapinfo,,
1130101,0x65C60E29,levelinfo,levelinfo,,1301101;1301102;1301103;1301104;1301105;1301106;1301107;1301108;1301143;7301101;7301102;7301103;7301104;7301105;7301106;7301107;7301108
1130101,0x00836C3C,line,10_1109004,10,7301103
1130101,0x013C0790,line,16_0500001,16,1301105;7301105
1130101,0x04161E34,line,2_0700004,2,7301101
1130101,0x08B63D21,line,1_0006001,1,1301107;7301107
1130101,0x0A626F90,line,3_1211001,3,1301108;7301108
1130101,0x10B80201,line,2_0700001,2,1301101;1301107;7301101;7301107
1130101,0x1819EB57,line,12_1303001,12,1301108;7301108
1130101,0x1E0857E5,line,1_0900002,1,1301103;7301103
1130101,0x1EA48414,line,1_0900003,1,1301103;7301103
1130101,0x21720F02,line,1_0006002,1,7301107
1130101,0x2220BA91,line,4_1500002,4,7301106
1130101,0x2764AE31,line,6_0107003,6,7301107
1130101,0x2AE7BDDC,line,1_0900001,1,1301103;7301103
1130101,0x2D29FBAE,line,9_1001002,9,7301103
1130101,0x2F3966F8,line,4_0015001,4,1301102;7301102
1130101,0x322475E2,line,3_0008002,3,7301101
1130101,0x323D84E1,line,5_1600001,5,1301102;7301102
1130101,0x37971741,line,14_1305002,14,7301105
1130101,0x384E1C76,line,15_1604002,15,7301106
1130101,0x3E792E59,line,10_1109001,10,1301103;1301108;7301103;7301108
1130101,0x45151198,line,14_1305001,14,1301105;7301105
1130101,0x46F7434E,line,2_0007001,2,1301104;7301104
1130101,0x4AB185E1,line,4_0015002,4,7301102
1130101,0x4D8D90BF,line,3_0008001,3,1301101;7301101
1130101,0x5330404C,line,6_0701001,6,1301104;7301104
1130101,0x538BD72B,line,1_0000001,1,
1130101,0x5460030F,line,7_0602001,7,1301107;7301107
1130101,0x56CC73D3,line,7_0802002,7,7301101
1130101,0x5ACAFB2C,line,7_0602002,7,7301107
1130101,0x5C428583,line,9_1001001,9,1301103;7301103
1130101,0x5D36F0C0,line,2_0000001,2,1301143
1130101,0x5E92B392,line,6_0701002,6,7301104
1130101,0x5F824ED2,line,5_1600002,5,7301102
1130101,0x5F930C2D,line,9_1004001,9,1301108;7301108
1130101,0x6BADC645,line,15_0416002,15,7301102
1130101,0x75BFC5FB,line,11_0310001,11,1301103;1301108;7301103;7301108
1130101,0x77CDA6C5,line,4_1500001,4,1301106;7301106
1130101,0x7A870AC2,line,8_0307001,8,1301101;7301101
1130101,0x80243656,line,12_1303002,12,7301108
1130101,0x86DC6C9C,line,15_0416001,15,1301102;7301102
1130101,0x88153FF7,line,16_1505001,16,1301102;7301102
1130101,0x89098996,line,5_0016001,5,1301106;7301106
1130101,0x8A0389BD,line,13_0014001,13,1301105;7301105
1130101,0x8C072D74,line,16_1505003,16,7301102
1130101,0x8CC19067,line,2_0007002,2,7301104
1130101,0x8CCBCA26,line,3_0011001,3,1301103;7301103
1130101,0x8D3AB335,line,11_0010001,11,
1130101,0x8D7AD77C,line,1_0900004,1,1301103;7301103
1130101,0x8FEB5110,line,4_0900001,4,1301108;7301108
1130101,0x9324E1C8,line,3_1211002,3,7301108
1130101,0x9793662A,line,5_1416002,5,7301105
1130101,0x97A80252,line,4_0900002,4,7301108
1130101,0xA103AD4E,line,1_0600002,1,7301104
1130101,0xA4245DDB,line,5_1416001,5,1301105;7301105
1130101,0xAA98BD00,line,1_0900005,1,7301103
1130101,0xAC1ADFD7,line,11_0310002,11,1301103;1301108;7301103;7301108
1130101,0xAF9896D8,line,16_0515001,16,1301106;7301106
1130101,0xAFC193BC,line,13_0014002,13,7301105
1130101,0xB8F05E64,line,2_0700002,2,1301101;1301107;7301101;7301107
1130101,0xB96D749F,line,16_0515002,16,7301106
1130101,0xBE17B58C,line,16_0500002,16,7301105
1130101,0xC16AE273,line,1_0600001,1,1301104;7301104
1130101,0xC8B14731,line,3_0011002,3,7301103
1130101,0xCFC338C9,line,9_1004002,9,7301108
1130101,0xD4C9269C,line,5_0016002,5,7301106
